{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006971653972696233, 'weighted_error': 1.000680238206268, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.00695699353376721, 'weighted_error': 1.0001394343257983, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007018923470556634, 'weighted_error': 1.0004654939131967, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007071185528172391, 'weighted_error': 1.0005069643349094, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -33, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.00733388210311205, 'weighted_error': 1.0010817712740756, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007030929256793487, 'weighted_error': 1.0001764996170381, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 5, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007306196461909113, 'weighted_error': 1.000565237527288, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -17, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.00695439908914701, 'weighted_error': 1.0002488661175393, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -19, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007027211184577605, 'weighted_error': 1.0009196304459131, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -5, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.006998057707480139, 'weighted_error': 1.0003350828939688, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -5, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007070678233714216, 'weighted_error': 1.0005049351570767, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 21, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007159166970320757, 'weighted_error': 1.000596451460766, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007291558173567859, 'weighted_error': 1.0007083953655576, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -19, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007378040537143971, 'weighted_error': 1.0006774938948426, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006971850796718631, 'weighted_error': 1.000685158806828, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006991127617895644, 'weighted_error': 1.0005187019272248, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007048366136392751, 'weighted_error': 1.000649510574671, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 11, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007097349478487731, 'weighted_error': 1.0006116201361699, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 25, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.00713226042195102, 'weighted_error': 1.0005217110486275, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007070689164054771, 'weighted_error': 1.000257642284918, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007283387978722272, 'weighted_error': 1.0005295992723087, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006971302365117571, 'weighted_error': 1.0006714480168, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006982143876841635, 'weighted_error': 1.0004188825821818, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007048057647266768, 'weighted_error': 1.0006475825176349, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -21, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.0070059054364459425, 'weighted_error': 1.0002458439680038, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007110728505444243, 'weighted_error': 1.0004619001694428, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.0071478395069624655, 'weighted_error': 1.000415091964322, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.0071285005669221415, 'weighted_error': 1.000287587691371, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -31, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.0069676835295043385, 'weighted_error': 1.0005809771264735, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -21, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007003929694264603, 'weighted_error': 1.0006609472202157, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007014905438731413, 'weighted_error': 1.0004403812142888, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 32, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007059414991495493, 'weighted_error': 1.0004598821882014, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007137218861171, 'weighted_error': 1.0005354844909058, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007372226183324243, 'weighted_error': 1.0008730239568973, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 19, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.00756386483119187, 'weighted_error': 1.0009678443542922, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -21, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006966110525346605, 'weighted_error': 1.000541652022528, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0070015602930808595, 'weighted_error': 1.000634620540395, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007019026625351317, 'weighted_error': 1.0004661386306624, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007176897509298449, 'weighted_error': 1.0009298122594137, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 23, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007098847703376605, 'weighted_error': 1.0004288979414762, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007446685046923477, 'weighted_error': 1.0010249808213851, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007139288833735971, 'weighted_error': 1.0003044443582676, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006956212701075502, 'weighted_error': 1.0002942064157498, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 35, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.00697442337639341, 'weighted_error': 1.0003330992438688, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -29, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007064770979697255, 'weighted_error': 1.0007520408453259, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -37, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007102152116613865, 'weighted_error': 1.000630830688675, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 1, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007072889766515308, 'weighted_error': 1.0003567925613066, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007383140257278, 'weighted_error': 1.000895297577211, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007405349633448109, 'weighted_error': 1.000720164357818, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.0069905261354826845, 'weighted_error': 1.001152042275933, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006977621766671054, 'weighted_error': 1.0003686369136195, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.006982357819453315, 'weighted_error': 1.0002369585937996, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -1, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007068938924047071, 'weighted_error': 1.0004979779184078, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 19, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007155805800966106, 'weighted_error': 1.0005871148792254, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007292389685731932, 'weighted_error': 1.0007100923291576, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007233828701373728, 'weighted_error': 1.0004521629014513, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 31, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006959524253324362, 'weighted_error': 1.0003769952219752, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 16, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007022600194020016, 'weighted_error': 1.0008683972174959, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007080885564893009, 'weighted_error': 1.0008527570027976, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -5, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.00716288666908153, 'weighted_error': 1.0008737688985467, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007116142684456854, 'weighted_error': 1.0004769395555884, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.00748330764594909, 'weighted_error': 1.0010997208193968, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -23, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007364343419057651, 'weighted_error': 1.0006560921478327, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 27, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006972182535188161, 'weighted_error': 1.0006934522685655, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0069993696893232045, 'weighted_error': 1.000610280498642, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007055457433807616, 'weighted_error': 1.0006938311835158, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007045339111907508, 'weighted_error': 1.0004035786698495, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -15, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007083529912205774, 'weighted_error': 1.0003863485215578, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007087275501150588, 'weighted_error': 1.000291491952461, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 27, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007523717637586838, 'weighted_error': 1.0009051143642846, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006969176853764358, 'weighted_error': 1.000618310232972, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006982449189740762, 'weighted_error': 1.0004222749477267, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 13, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007056773160631885, 'weighted_error': 1.0007020544761676, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007082147371493368, 'weighted_error': 1.0005508117081934, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -25, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007232874583121257, 'weighted_error': 1.000801194829657, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007144566094051199, 'weighted_error': 1.0004084115298093, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.0072280793832096984, 'weighted_error': 1.0004431795918203, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006964691010264686, 'weighted_error': 1.0005061641454824, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -3, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.00700166786830445, 'weighted_error': 1.0006358158206576, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.006985238885795951, 'weighted_error': 1.000254965258441, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007141768898804718, 'weighted_error': 1.0007892978174378, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007536113603730234, 'weighted_error': 1.0016435254424596, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007218217082427615, 'weighted_error': 1.0005587196693528, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 39, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007230079512640494, 'weighted_error': 1.000446304794056, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006965719679738993, 'weighted_error': 1.0005318808823385, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -29, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007058598207083055, 'weighted_error': 1.0012683751404197, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.00703749804873858, 'weighted_error': 1.0005815850268336, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -37, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007086920492344872, 'weighted_error': 1.0005699041915996, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007137353736051129, 'weighted_error': 1.0005358591433506, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 7, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007110453298448664, 'weighted_error': 1.0003387935796, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.00730938062527088, 'weighted_error': 1.0005702127825415, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006981889327907974, 'weighted_error': 1.0009361220865605, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -30, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0070029051705720324, 'weighted_error': 1.0006495636236294, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007110065489707961, 'weighted_error': 1.0010351315328931, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007014028619696429, 'weighted_error': 1.0002783367010055, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -3, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007298760676915403, 'weighted_error': 1.0009842117568621, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007133813761892194, 'weighted_error': 1.000386467994791, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007450774328802965, 'weighted_error': 1.0007911404443097, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 11, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006967784209513494, 'weighted_error': 1.000583494126701, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0069839045512622945, 'weighted_error': 1.0004384456312994, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.0070256910852284984, 'weighted_error': 1.0005077915048946, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 1, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007053095573917174, 'weighted_error': 1.0004346045178885, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 23, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007226023404063135, 'weighted_error': 1.0007821637767167, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007186164156113859, 'weighted_error': 1.0004933055340186, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 11, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007404520808352296, 'weighted_error': 1.0007188693186053, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.0069608348427762645, 'weighted_error': 1.0004097599582733, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0070223540152270815, 'weighted_error': 1.0008656618975753, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -3, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007007332554963062, 'weighted_error': 1.000393050690737, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -25, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007186730418102083, 'weighted_error': 1.0009691438946287, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 7, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007081359992323759, 'weighted_error': 1.00038032096633, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007103764644815969, 'weighted_error': 1.0003251432660638, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007526283274811779, 'weighted_error': 1.000909123172448, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006974692817744658, 'weighted_error': 1.0007562093324793, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007003448011228634, 'weighted_error': 1.00065559518648, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -5, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.006993355073525973, 'weighted_error': 1.0003056914317547, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007158840458475137, 'weighted_error': 1.0008575840561205, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007102277805628211, 'weighted_error': 1.0004384260032873, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 5, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007259242652398243, 'weighted_error': 1.0006424453223541, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 24, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.00719220493301805, 'weighted_error': 1.0003871257633954, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -23, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006954285997523648, 'weighted_error': 1.000246038826952, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 11, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.00697284148320091, 'weighted_error': 1.0003155226528406, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 32, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007094768504994059, 'weighted_error': 1.00093952537843, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 21, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007024370546041301, 'weighted_error': 1.0003197044063845, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -29, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.0072214470511755375, 'weighted_error': 1.000769451685363, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 18, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007080896581504501, 'weighted_error': 1.0002784737491015, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007211682320400933, 'weighted_error': 1.0004175591811815, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006957039625190093, 'weighted_error': 1.0003148795186172, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006986267051402443, 'weighted_error': 1.0004646956328576, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007071397058600798, 'weighted_error': 1.0007934538384728, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 5, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007214027469513586, 'weighted_error': 1.001078332100274, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.0070667135942194545, 'weighted_error': 1.000339636527151, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -50, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007622276880293362, 'weighted_error': 1.001383331501732, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007388971233534251, 'weighted_error': 1.0006945731079526, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006979128867242154, 'weighted_error': 1.0008671105699143, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0070097002600613125, 'weighted_error': 1.0007250646179553, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 7, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.0070186806532286814, 'weighted_error': 1.0004639763048975, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -17, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007053760718213179, 'weighted_error': 1.0004372650950721, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 7, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.006985362460475421, 'weighted_error': 1.00011366115564, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.00718770724997676, 'weighted_error': 1.0004964547051676, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 17, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007307994067066174, 'weighted_error': 1.0005680462853457, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006964684972474715, 'weighted_error': 1.00050601320073, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -15, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0070167881849627495, 'weighted_error': 1.0008038193390834, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -29, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.0071037712420913566, 'weighted_error': 1.0009957924852892, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -17, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007184057040650379, 'weighted_error': 1.0009584503848201, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 25, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007209307136332156, 'weighted_error': 1.0007357296996868, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -44, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007501502264077105, 'weighted_error': 1.001136852693128, 'gamma': 5.444444444444437}
